title,grade,element,way
부산에서 먹던 탱글탱글 비빔당면,아무나, 당면 80g# 계란 1개# 당근 1/2개# 깻잎 5장# 고춧가루 2T# 설탕 1T# 깨 1T# 간장 4T# 식초 1.5T# 올리고당 2T# 다진마늘 0.5T# 참기름 2T# 다진파 2T#,"고춧가루2T, 설탕1T, 깨1T, 간장4T, 식초1.5T, 올리고당2T, 다진마늘 0.5T, 참기름2T, 다진파2T 를 넣고 양념장부터 만들거예요 ▶양념장을 먼저 만들어 놓고 시작하셔야 요리가 쉽습니다. 당면부터 삶고 양념장을 만들게 되면 당면이 불어버리는 사태가 벌어지기 때문이죠#깻잎과 당근은 깨끗이 씻어서 깻잎은 반으로 접어서 길고 얇게 채썰고, 당근도 얇게 채썰어주세요#계란1개는 잘 풀어주세요#후라이팬에 기름을 두르고 계란물을 부어서 계란지단을 만들어줍니다 , ▶ 어차피 길게 채썰꺼라서 모양은 이쁘게 안하셔도 됩니다#다 익은 계란지단은 길게 채썰어주세요#당면을 삶아줍니다 ▶ 보통 7~8분정도 삶아주시는게 제일 적당해요#다 삶아진 당면은 찬물로 헹궈주세요#그릇에 당면을 담고, 당근,계란,깻잎 고명을 얹어줍니다. 그리고 취향에 맞고 소스를 얹어줍니다 ▶당면은 미리 가위로 조금 잘라주세요#"
명란두부찌개 ~ 간단하고 국물의 시원함이 끝내줍니다,아무나, 명란젓 3개# 두부 1/2모# 대파 약간# 홍고추 약간# 청양고추 약간# 양파 1/2개# 호박 1/4개# 멸치다시마육수 650ml# 소금 약간# 소주 1큰술#,"물 650ml에 멸치와 다시마를 넣고 15분간 끓여 육수를 내어 주세요#필요한 재료를 손질 , 세척하여 준비하여 줍니다#호박을 썰어 주세요#양파를 썰어 주세요#청양고추와 홍고추를 썰어 주세요#대파를 썰어 주세요#명란을 먹기 좋은 크기로 썰어 줍니다.#두부를 썰어 주세요#멸치 육수에 호박과 양파를 먼저 넣고 끓여주기 시작합니다#호박과 양파가 반쯤 익었으면 두부 먼저 넣고 명란을 넣고 끓여 주세요~, 이 때 주의할 점 !!, 명란젓을 넣고 절대로 수저로 저으시면 안돼요 . 명란 알이 빠져 나온답니다 .#소주 또는 맛술을 한 큰술 넣어 주세요 . 비린맛을 잡아 줍니다 .#명란이 완전히 익을 때까지 수저로 절대 젓지 마시고 기다리세요!#명란젓이 모두 익으면, , 마지막으로 대파, 청양고추와 홍고추를 넣어 한소끔 끓여주면 완성입니다. , 간을 보시고 모자라면 소금으로 맞추어 주세요 .#"
"[간단 자취요리] 정말 쉬운 비빔만두 만들기! 간식, 술안주로도 굿!",아무나, 각종야채(깻잎/상추/양배추) 적당량# 냉동만두 적당량# 고추장 3T# 식초 2T# 설탕 2T# 다진마늘 1/2T# 참기름 1/2T#,"재료를 준비합니다.각종야채, 냉동만두, 고추장, 식초, 설탕, 다진마늘, 참기름#우선 양념장을 만들어 줍니다.양념장 재료 : 고추장 3T, 식초 2T, 설탕 2T, 다진마늘 1/2T, 참기름 1/2T#깻잎은 먹기 좋게 채썰어 주세요. 찢어도 무관해요.#상추도 먹기 좋게 찢어줍니다.#양배추는 최대한 얇게 썰어주시는 게 좋아요.#모든 야채를 넣고 양념장에 버무려 줍시다.버무리면 숨이 죽으니 생각했던 것보다 많이 준비하세요!#이제 만두를 노릇노릇 구워줍시다.중불노릇노릇 바삭바삭하게 구워주시면 좋아요.#멋지게 셋팅을 해주세요.#"
소고기 배춧국 만들기 든든한 한끼로 제격!,아무나, 배추잎 5~6장# 소고기국거리 200g# 다진마늘 1/2스푼# 파 조금# 국간장 1스푼# 맛술 1스푼# 쌀뜨물 3컵# 된장 2스푼#,"배추 반포기를 다?!, 노노~~, 배추잎 5장 정도 뜯어서 칼로 먹기 좋게, 썰어줍니다#대파도 송송~#집에 국거리 소고기가 있어서 함께 , 넣고 끓여줄꺼에요, 고기+다진마늘 반스푼+국간장 반스푼 +맛술 혹은 소주 반스푼 , 조물조물~#잠시 대기!!!#쌀뜨물로 육수를 대신합니다, 바글바글 끓기 시작하면#썰어둔 배추잎과 대파를 넣어줍니다, 대파는 마지막에 넣으셔도 되는데, 딸아이가 푹~익은 대파를 좋아해서, 전 미리 넣어줬어요#물이 끓기 시작하면 집된장 한스푼, 시판된장 한스푼, 된장국의 간은 소금과 국간장이 아닌, 된장으로 하는거라는 집밥 백선생님 말대로~, 싱거우면 된장을 더 넣어주시고, 짜면 물을 더 부워주시면 되요~, 집된장의 씁쓸한 맛이랄까 이건, 설탕 3꼬집 정도 넣으면 잡히더라구요#된장풀고 재어둔 고기를 넣어줍니다#바글바글 끓기 시작하면, 불순물들이 떠오르는데 , 스푼으로 제거해주세요~#10분~15분 정도 중약불로 끓인뒤, 드시면 됩니다, 저는 , 전날 저녁에 이렇게 끓여 놓고 다음날 , 아침,점심,저녁~ 먹고 있어요, 그럼 정~말 맛있어요!!, 우리나라 국고 찌개는 오래 끓일수록 맛있다는말, 완전 공감♡#야들야들~ 푹~ 익은 배추는 , 입에 넣으면 쉽게 뭉개지면서 달큰한 맛이 납니다, 이래서 우리 딸아이도 , 입을 쩍쩍~ 벌리며 잘 받아 먹나봐요#"
다이어트식단~브로콜리 당근 닭가슴살 스크램블!,아무나, 닭가슴살 1팩# 당근 1/3등분# 브로콜리 자른것 1줌# 계란 2개# 소금 1꼬집# 올리브유 1큰술#,"삶아진 닭가슴살1팩을 준비해주시고 작게 잘라주세요#브로콜리/당근도 준비후에 작게 잘라주세요#계란2개에 소금 1꼬집을 넣고 잘풀어주세요#팬에 올리브유를 넣고 닭가슴살/당근/브로콜리를 넣고 3~5분을 달달 볶아주세요#풀어둔 계란물을 고루 부어주세요, *채소는 센불에서 계란물을 넣고는 중약불에서 조리합니다#계란물이 눌러붙지않게 살살 섞어가면서 볶아주세요#채소와 단백질이 골고루 섞여진 맛있는한끼~다이어트식단으로 전혀 손색이 없는 그런 스크램블이네요, 채소를 저보다 더 작게 썰어서 만들어주시면 아이들반찬으로도 손색이 없을듯하네요ㅎ#"
다이어트 할때는 닭가슴살 깻잎볶음 .,아무나, 닭가슴살 300G# 양파 1개# 깻잎 10장# 간장 2T# 맛술 2T# 다진마늘 1T# 후춧가루 조금# 설탕 1T# 참기름 조금#,닭가슴살을 준비합니다 .#먹기좋게 썰어줍니다#간장2맛술2.다짐마늘1.설탕1.후춧가루조금.참기름한방울 넣고 양념장준비합니다.#닭가슴살에10분정도 재어둡니다.#양파잘게썰어준비하고#깻잎도 잘게썰어 준비합니다.#팬에 닭가슴살을 굽습니다.#오일을 안둘러도 됩니다.#깻잎을 넣어주고#뚜껑닫고 숨을죽인후ㅡ이과정은 깻잎은 금방숨죽어서 패스해도 됩니다 .#바로 양파넣고 볶다가 (2분정도 )통깨뿌립니다 .#양상추 씻어둔것을#접시에담고#볶은닭가슴살 얹어주고#그위 다시깻잎을 썰어 놓아줍니다 . 깻잎대신 파채놓아줘도 좋아요~#
기름 없이 볶아 다이어트에 좋은 중국식 청경채 돼지볶음,아무나, 돼지 앞다리살 200g# 청경채 3포기# 파프리카 1/2개# 간장 2스푼# 굴 소스 1스푼# 올리고당 2스푼# 다진 마늘 1스푼# 밀가루 1스푼#,"재료를 준비해주세요.#돼지 앞다리살 200g#잡채용 처럼 길게 썰어 주세요.#파프리카도 길쭉하게~#청경채는 꼭지만 잘라 주세요.#간장 2스푼#굴소스 1스푼#올리고당(설탕) 2스푼#다진마늘 1스푼#후추 조금#밀가루 1스푼#잘 섞어주세요.#먼저 돼지고기를 수분이 없을 정도로 볶아주세요.#양념을 넣어주세요.#청경채, 파프리카를 넣어주세요.#청경채 숨이 죽을 정도로만 볶아 주세요.#기름없이 담백한 중국식 청경채 돼지 볶음 완성입니다.#총 509kcal#맛있게 드시고 다이어트 성공하세요.#"
"두부 청경채 볶음.(건강식, 다이어트식, 채소반찬)",아무나, 두부 1/4모# 청경채 3개# 다진마늘 1/2큰술# 진간장 2큰술# 굴소스 1/2큰술# 설탕 1/2큰술# 다진마늘 1작은술#,청경채는 뿌리를 잘라내고 한 잎씩 씻어둔다.#팬에 두부를 노릇하게 굽고 다진 마늘을 넣어 향을 입힌다.#양념을 비율대로 섞는다.#씻어둔 청경채를 넣고 센불에서 잠시 뒤적인다.#숨이 죽기전에 양념을 넣고 빠르게 섞어준다.#불을 끄고 깨소금을 뿌려주면 완성된다.#
"다이어트를 결심한 당신에게, “닭가슴살 부추냉채무침”",초급, 닭가슴살 1캔# 부추 10뿌리# 파프리카 1/4개# 오이 1/2개# 양파 1/2개# 당근 1/5개# 다진마늘 1큰술# 설탕 2큰술# 매실청 3큰술# 간장 1큰술# 식초 3큰술# 연겨자 1큰술# 레몬 1/2개#,"오이(1/2), 양파(1/2), 당근(1/5)을 먹기좋게 썰어 믹싱볼에 담는다#부추(10뿌리), 파프리카(1/4) 썰어넣은 후, 닭가슴살(1캔)을 통째로 믹싱볼에 넣는다.#양념으로 다진마늘(1큰술), 설탕(2큰술), 매실청(3큰술), 간장(1큰술), 식초(3큰술), 연겨자(1큰술), 레몬(1/2) 즙을 넣고 잘 버무려줍니다.#무친 닭가슴살과 채소, 양념을 접시에 담아낸다.#"
지코바 치킨 100% 따라하기,중급, 닭 1마리# 우유# 떡사리# 청주 3스푼# 다진마늘 2스푼# 청양고추 3개# 물 3스푼# 설탕 2스푼# 고춧가루 1스푼# 간장 3스푼# 물엿 4스푼# 케찹 2스푼# 고추장 1스푼# 후추 1/2~1스푼#,"닭 한마리를 흐르는물에 씻어 불순물을 없앤다.닭은 어떤 닭이든 한마리 양이기만 하면 되지만 기준은 마트에서 파는 닭볶음탕용 닭 한마리이다., 닭고기는 닭다리순살을 추천한다.(퍽퍽살쪽은 양념이 잘 안베어 맛이 없는경우가 있다)#닭이 잠길정도로 우유를 붓고 청주3스푼을 넣고 섞은 뒤 30분정도 재워준다.#닭을 재우는 사이 양념들(다진마늘2스푼, 청양고추3개, 물3스푼, 설탕2스푼, 고추가루1스푼, 간장3스푼, 물엿4스푼, 케찹2스푼, 고추장1스푼, 후추반스푼)을 전부 넣고 섞어준다.들어가는 떡 양에 따라 양념의 양을 조절한다. 떡을 200g 이상 넣을경우 양념을 2배로 한다.#재워놓은 닭을 흐르는 물에 깨끗이 씻은 뒤 올리브오일을 살짝 두른 후 버무린다. 그 후 예열해놓은 에어프라이어에 180도 25분간 굽는다.에어프라이어#구은지 약 13~5분이 지났다면 뒤집어서 반대편도 구워준다.#팬에 기름을 살짝 두른 후 떡을 먼저 익혀준다.약불#떡이 말랑말랑해질때 쯤 닭을 넣고 양념을 넣어 버무려준다. 양념이 적당히 베어들면 끝.약불에서 볶다가 마무리는 강불로 살짝#"
아침에 후딱 끓여 낸 두부들깨탕,초급, 두부 1모(300g)# 대파 1대# 다진마늘 1큰술# 된장 2큰술# 채썬 표고 1/2컵# 다시마 멸치육수 5컵# 들깨가루 4큰술#,"냄비에 두부 300g 한모를 넣고 숟가락으로 으깨 줍니다.#그리고 여기에 대파 1대 흰부분을 어슷하게 썰어 넣고 말린 표고버섯 1/2컵을 씻어 넣고 다진마늘 1큰술, 된장 2큰술을 넣어 줍니다. 버섯은 팽이버섯을 넣어 도 좋아요. 저는 집에 있는 버섯을 넣었지요.#그리고 다시마 멸치육수 5컵을 붓고 끓여 줍니다. #국물이 전체적으로 고르게 팔팔 끓으면 들깨가루 4큰술을 넣고 덩어리 지지않게 풀어 줍니다.#그리고 마지막으로 대파 1대 초록부분을 어슷하게 썰어 넣어 줍니다.#"
아침대용식 콘바 세상에서 제일 쉬운 에너지바 만드는 법ㅣ처치곤란 시리얼의 변신ㅣYAMMoo,초급, 콘시리얼 2공기# 올리고당 1/2종이컵# 설탕 1T#,"시리얼을 비닐팩에 넣고 반정도 닫은 후 평평하게 눌러주세요.#냄비에 설탕, 올리고당을 넣고 강불에 끓여주세요.#가장자리가 보글보글 끓으면 약불로 줄여 젓지말고 팬을 기울여 섞어주세요.#전체적으로 끓으면 불을 끄고 시리얼을 넣고 섞어주세요.#골고루 섞이면 약불로 켜고 골고루 볶아주세요.#도마위에 종이호일을 깔고 시리얼을 부어주세요.#손으로 눌러가며 모양을 잡아주세요.꽉꽉눌러야 모양이 흐트러지지 않아요.#냉장고에 5분간 굳혀줍니다.#칼로 잘라 완성합니다.#"
【교촌치킨 따라잡기】,아무나, 닭봉 9개# 전분가루 적당량# 소금 1/2T# 후춧가루 5번톡톡# 맛술 3T# 진간장 2T# 설탕 1T# 물엿 2T# 마늘 3쪽# 물 5~6T#,"닭봉 9개에요^^ 우유에 20분 정도 담궈 잡내를 제거 해주셔요~, (저는 냉동해둔 닭이라 처음부터 우유에 해동 시켰어요^^)#물에 헹군뒤 맛술3스푼,소금반스푼,후춧가루 4~5번 톡톡 해서 20분 정도 재워 밑간을 해주셔요~, (소금반스푼이랑 후춧가루5번 톡톡이 조금 과하다 싶어도 맛술의 물기 때문에 이렇게 넣으셔야 간이 베여요^^)#전분가루 적당량을 비닐팩에 넣고 닭에 남은 물기를 탈탈 털어 닭봉을 한꺼번에 넣어 흔들어 주면 쉽게 반죽 완성입니다^^, (튀김가루로 하셔도 됩니다^^)#식용유가 달궈지면 꼭 약불에서 튀기셔야 타지않고 속까지 골고루 익혀 집니다요^~^#그사이 다른팬에 진간장2스푼,물5~6스푼,설탕한스푼,물엿두스푼 마늘 3쪽을 다져 넣고#한번 끓여 주셔요^^, (마늘은 다져진 마늘을 넣는것 보다 사진처럼 알갱이가 살아있게 바로 다져낸 마늘이 훨씬 풍미가 좋아요^^)#튀겨진 닭은 기름을 뺀후 양념에 버물버물 뭍혀 주심 끝이에용^~^#달콤 짭조름 하니 정말 교촌치킨 딱 그맛이에요~!!, 보통 튀김을 하면 기름 냄새에 질려 잘못먹는데 이건 느끼하지도 않고 완전 맛있어용~ㅎㅎ , 이젠 저렴하게 집에서 즐겨 보아요~:-)#"
[간단 자취요리] 손님 초대용! 저렴하지만 멋지게 한 상 차려보자! / 서가앤쿡 목살 스테이크 만들기,아무나, 목살 400g# 계란 1개# 버터 2T# 돈가스소스 3T# 맛술 2T# 설탕 2T# 굴소스 2T# 물 100g#,"재료를 준비합니다.돼지목살, 먹을 수 있는 풀(종류 무관), 버터, 설탕, 맛술, 굴소스, 돈가스소스#먼저 소스를 만들어줍시다.소스 재료 : 돈가스소스 3T, 맛술 2T, 설탕 2T, 굴소스 2T, 물 100g#이제 고기를 칼등으로 두드려주세요! (연육)#소금, 후추를 뿌려줍니다. 모두 뒤집어서 뒷면도 똑같이 밑간해주세요.#팬에 연기가 올라올 때 고기를 넣어줍니다.강불#핏물이 송글송글 올라오면 뒤집어줍니다.강불#뒷면이 어느 정도 익으면, 불을 낮추고 버터를 넣어주세요. 앞뒷면 모두 버터에 한 번 구워줍니다.중약불#이제 준비해둔 소스를 넣고 보글보글 조려줍니다.물기가 많을 땐 중불, 거의 졸아갈 땐 약불#이 정도까지 조려주시면 끝.#예쁘게 셋팅을 해봅시다. 계란후라이로 마무리.풀은 비주얼을 위해 꼭 있는 게 좋아요.(종류 무관) #"
비스켓,초급, 밀가루박력분 200g# 설탕 27g# 소금 2g# 무염버터 80g# 우유 110ml# 베이킹파우더 6g# 딸기잼#,"볼에 밀가루, 설탕, 소금을 섞어주세요. 차가운 상태의 버터를 넣고 주걱 또는 스크래퍼로 버터를 잘게 잘라주며 밀가루의 색이 노란색이 될 때까지 섞어주세요. 우유와 베이킹파우더를 넣어서 섞은 후 냉장고에서 30분정도 휴지시켜주세요.#팬 위에 유산지를 깔고 적당한 크기로 반죽을 떼어서 올려주세요.#예열한 오븐에서 180도로 15분간 구워주세요.오븐#완성입니다!#"
비건베이킹인데 너무 맛있는 감자 크래커!,아무나, 박력분 150g# 소금 1g# 설탕 15g# 카놀라유 40g# 으깬감자 100g# 장식용 설탕 약간#,"감자를 담은 볼에 물을 약간 넣고, 랩핑하여 전자레인지에 9분 돌립니다.전자레인지#익은 감자를 으깨 준비해 주세요.#박력분과 소금, 설탕을 한데 섞고#오일을 넣어 부슬부슬하게 섞어 줍니다.#반죽에 으깬감자를 넣고 섞어주며 , 재료가 한 덩어리가 되도록 뭉치듯 반죽합니다.#반죽에 종이호일을 깔고 밀대로 밀어 얇게 펴주세요.#반죽을 원하는 형태로 잘라 팬닝 합니다.#팬닝한 반죽에 포크로 구멍을 내고 설탕을 뿌려주세요.#170도 예열된 오븐에서 15-20분 가량 구워 냅니다., [오븐 사양마다 차이가 있으니 구움색을 반드시 확인합니다.]오븐#"
